primary_vote_2016,dem_primary_vote_2016,rep_primary_vote_2016,state,pres_vote_2016,birth_year,income_group,pres_vote_2012,age,income
"Not sure, don't recall",NA,NA,Texas,Hillary Clinton,1991,"$30,000 - $39,999",Other candidate,25,30000
In the Democratic primary,Hillary Clinton,NA,Texas,Hillary Clinton,1965,"$70,000 - $79,999",Barack Obama,51,70000
"No, not in either",NA,NA,Iowa,Hillary Clinton,1956,"$40,000 - $49,999",Barack Obama,60,40000
In the Republican primary,NA,Donald Trump,Maryland,Donald Trump,1940,"$30,000 - $39,999",Mitt Romney,76,30000
"No, not in either",NA,NA,Maine,NA,1961,"$40,000 - $49,999",NA,55,40000
In the Republican primary,NA,Don't recall,Oklahoma,Gary Johnson,1952,"$10,000 - $19,999",Barack Obama,64,10000
In the Democratic primary,Hillary Clinton,NA,Indiana,Hillary Clinton,1945,"$40,000 - $49,999",Barack Obama,71,40000
In the Democratic primary,Bernie Sanders,NA,Maryland,Hillary Clinton,1992,Prefer not to say,Barack Obama,24,NA
In the Democratic primary,Bernie Sanders,NA,Louisiana,Hillary Clinton,1987,Prefer not to say,Barack Obama,29,NA
In the Republican primary,NA,Donald Trump,Maryland,Donald Trump,1937,"$80,000 - $99,999",Mitt Romney,79,80000
In the Democratic primary,Hillary Clinton,NA,New York,Hillary Clinton,1929,"$40,000 - $49,999",Barack Obama,87,40000
In the Republican primary,NA,Donald Trump,Georgia,Donald Trump,1964,Prefer not to say,Mitt Romney,52,NA
In the Democratic primary,Bernie Sanders,NA,California,Donald Trump,1962,"$100,000 - $119,999",Other candidate,54,100000
In the Democratic primary,Hillary Clinton,NA,Texas,Hillary Clinton,1966,"$80,000 - $99,999",Barack Obama,50,80000
In the Republican primary,NA,Donald Trump,Ohio,Hillary Clinton,1967,"$60,000 - $69,999",Barack Obama,49,60000
"No, not in either",NA,NA,New Jersey,Other,1947,"$40,000 - $49,999",Barack Obama,69,40000
In the Republican primary,NA,Donald Trump,Tennessee,Donald Trump,1967,"$50,000 - $59,999",Mitt Romney,49,50000
"No, not in either",NA,NA,Nevada,Hillary Clinton,1954,"$60,000 - $69,999",Barack Obama,62,60000
In the Democratic primary,Bernie Sanders,NA,Oregon,Hillary Clinton,1985,"Less than $10,000",Barack Obama,31,0
"No, not in either",NA,NA,Tennessee,Hillary Clinton,1960,"$50,000 - $59,999",Barack Obama,56,50000
"No, not in either",NA,NA,Maryland,Donald Trump,1966,"$30,000 - $39,999",Mitt Romney,50,30000
In the Republican primary,NA,John Kasich,Michigan,Hillary Clinton,1959,"$120,000 - $149,999",Barack Obama,57,120000
In the Republican primary,NA,John Kasich,Maryland,Hillary Clinton,1987,"$40,000 - $49,999",Barack Obama,29,40000
In the Democratic primary,Hillary Clinton,NA,Florida,Hillary Clinton,1960,"$150,000 or more",Barack Obama,56,150000
In the Republican primary,NA,Donald Trump,Washington,Donald Trump,1963,"$40,000 - $49,999",NA,53,40000
In the Democratic primary,Someone else,NA,North Carolina,Donald Trump,1950,"$70,000 - $79,999",Barack Obama,66,70000
In the Republican primary,NA,Donald Trump,Illinois,Donald Trump,1937,Prefer not to say,Mitt Romney,79,NA
"No, not in either",NA,NA,Kansas,Hillary Clinton,1960,"$20,000 - $29,999",Barack Obama,56,20000
In the Democratic primary,Hillary Clinton,NA,Florida,Hillary Clinton,1956,Prefer not to say,Barack Obama,60,NA
In the Republican primary,NA,Ted Cruz,Texas,Donald Trump,1953,"$100,000 - $119,999",Mitt Romney,63,100000
In the Democratic primary,Bernie Sanders,NA,New York,Hillary Clinton,1951,"$30,000 - $39,999",Barack Obama,65,30000
In the Republican primary,NA,Donald Trump,California,Donald Trump,1959,"$40,000 - $49,999",Mitt Romney,57,40000
In the Democratic primary,Hillary Clinton,NA,Georgia,Hillary Clinton,1955,"$20,000 - $29,999",Barack Obama,61,20000
"No, not in either",NA,NA,Florida,Donald Trump,1965,"$60,000 - $69,999",Mitt Romney,51,60000
"No, not in either",NA,NA,New Mexico,Hillary Clinton,1957,Prefer not to say,Barack Obama,59,NA
In the Democratic primary,Hillary Clinton,NA,New York,Hillary Clinton,1943,"$30,000 - $39,999",Barack Obama,73,30000
In the Democratic primary,Hillary Clinton,NA,Massachusetts,Hillary Clinton,1950,"$70,000 - $79,999",Mitt Romney,66,70000
In the Democratic primary,Bernie Sanders,NA,Florida,Donald Trump,1970,"$40,000 - $49,999",Barack Obama,46,40000
In the Republican primary,NA,Donald Trump,Texas,Donald Trump,1965,"$100,000 - $119,999",Other candidate,51,100000
In the Democratic primary,Hillary Clinton,NA,Florida,Donald Trump,1962,"$80,000 - $99,999",Mitt Romney,54,80000
"No, not in either",NA,NA,Colorado,Hillary Clinton,1960,"$100,000 - $119,999",Barack Obama,56,100000
In the Republican primary,NA,Donald Trump,Missouri,Donald Trump,1943,"$30,000 - $39,999",Mitt Romney,73,30000
"No, not in either",NA,NA,California,Hillary Clinton,1945,"$20,000 - $29,999",Barack Obama,71,20000
"No, not in either",NA,NA,California,NA,1960,"$40,000 - $49,999",NA,56,40000
In the Democratic primary,Hillary Clinton,NA,Rhode Island,Hillary Clinton,1939,"$150,000 or more",Barack Obama,77,150000
In the Republican primary,NA,Someone else,Vermont,Other,1984,"$20,000 - $29,999",Barack Obama,32,20000
In the Democratic primary,Don't recall,NA,Massachusetts,Hillary Clinton,1954,"$40,000 - $49,999",Barack Obama,62,40000
In the Republican primary,NA,Donald Trump,Texas,Donald Trump,1969,Prefer not to say,Barack Obama,47,NA
In the Republican primary,NA,Donald Trump,Florida,Donald Trump,1936,"$50,000 - $59,999",Mitt Romney,80,50000
"No, not in either",NA,NA,Virginia,Donald Trump,1947,Prefer not to say,Mitt Romney,69,NA
In the Republican primary,NA,Donald Trump,Mississippi,Donald Trump,1968,"$70,000 - $79,999",Mitt Romney,48,70000
"No, not in either",NA,NA,Nevada,Hillary Clinton,1976,"$10,000 - $19,999",Barack Obama,40,10000
In the Republican primary,NA,Ted Cruz,Mississippi,Donald Trump,1948,Prefer not to say,Mitt Romney,68,NA
In the Democratic primary,Hillary Clinton,NA,Texas,Hillary Clinton,1945,"$70,000 - $79,999",Barack Obama,71,70000
"No, not in either",NA,NA,Virginia,Hillary Clinton,1965,"$80,000 - $99,999",Barack Obama,51,80000
In the Democratic primary,Bernie Sanders,NA,North Carolina,Hillary Clinton,1966,"$50,000 - $59,999",Barack Obama,50,50000
In the Republican primary,NA,Donald Trump,California,Donald Trump,1955,"$40,000 - $49,999",Mitt Romney,61,40000
In the Republican primary,NA,Donald Trump,California,Donald Trump,1945,"$50,000 - $59,999",Mitt Romney,71,50000
"Not sure, don't recall",NA,NA,Virginia,NA,1984,"$30,000 - $39,999",NA,32,30000
In the Democratic primary,Bernie Sanders,NA,Nevada,Hillary Clinton,1957,"$80,000 - $99,999",Barack Obama,59,80000
In the Democratic primary,Hillary Clinton,NA,Illinois,Hillary Clinton,1953,"$120,000 - $149,999",Barack Obama,63,120000
In the Democratic primary,Bernie Sanders,NA,Texas,Donald Trump,1960,"$120,000 - $149,999",Barack Obama,56,120000
In the Democratic primary,Hillary Clinton,NA,Michigan,Hillary Clinton,1958,"$20,000 - $29,999",Barack Obama,58,20000
In the Democratic primary,Hillary Clinton,NA,Missouri,Hillary Clinton,1962,"$40,000 - $49,999",Barack Obama,54,40000
In the Democratic primary,Bernie Sanders,NA,Pennsylvania,Hillary Clinton,1972,"$10,000 - $19,999",Barack Obama,44,10000
In the Republican primary,NA,Someone else,Pennsylvania,Donald Trump,1963,"Less than $10,000",Mitt Romney,53,0
In the Republican primary,NA,Ted Cruz,Georgia,Donald Trump,1937,"$50,000 - $59,999",Mitt Romney,79,50000
"No, not in either",NA,NA,Texas,NA,1953,"$20,000 - $29,999",Barack Obama,63,20000
"No, not in either",NA,NA,Idaho,Hillary Clinton,1940,Prefer not to say,Barack Obama,76,NA
In the Republican primary,NA,Ted Cruz,Nebraska,Donald Trump,1947,"$50,000 - $59,999",Mitt Romney,69,50000
"No, not in either",NA,NA,Maryland,Donald Trump,1976,"$80,000 - $99,999",Mitt Romney,40,80000
In the Democratic primary,Hillary Clinton,NA,Pennsylvania,Hillary Clinton,1965,"$20,000 - $29,999",Barack Obama,51,20000
In the Republican primary,NA,Donald Trump,Florida,Donald Trump,1971,"$70,000 - $79,999",Mitt Romney,45,70000
"No, not in either",NA,NA,Ohio,Donald Trump,1978,Prefer not to say,NA,38,NA
In the Republican primary,NA,Donald Trump,New Jersey,Donald Trump,1948,"$30,000 - $39,999",Mitt Romney,68,30000
"No, not in either",NA,NA,Utah,Donald Trump,1953,"$10,000 - $19,999",Mitt Romney,63,10000
In the Republican primary,NA,Ted Cruz,Montana,Donald Trump,1942,"$80,000 - $99,999",Mitt Romney,74,80000
In the Republican primary,NA,John Kasich,Massachusetts,Donald Trump,1958,Prefer not to say,NA,58,NA
In the Republican primary,NA,Marco Rubio,Indiana,Donald Trump,1959,"$20,000 - $29,999",Mitt Romney,57,20000
In the Democratic primary,Hillary Clinton,NA,New Jersey,Hillary Clinton,1957,"$30,000 - $39,999",Barack Obama,59,30000
In the Republican primary,NA,Donald Trump,Illinois,NA,1986,"Less than $10,000",NA,30,0
In the Republican primary,NA,Ted Cruz,Illinois,Donald Trump,1953,"$30,000 - $39,999",Mitt Romney,63,30000
In the Democratic primary,Hillary Clinton,NA,California,Hillary Clinton,1966,"$80,000 - $99,999",Barack Obama,50,80000
In the Republican primary,NA,John Kasich,Florida,Donald Trump,1951,Prefer not to say,Mitt Romney,65,NA
"No, not in either",NA,NA,Georgia,Hillary Clinton,1941,"$70,000 - $79,999",Barack Obama,75,70000
In the Republican primary,NA,Someone else,Oklahoma,Hillary Clinton,1964,"Less than $10,000",Mitt Romney,52,0
"No, not in either",NA,NA,Florida,Donald Trump,1940,"$30,000 - $39,999",Mitt Romney,76,30000
"No, not in either",NA,NA,Texas,NA,1964,"$10,000 - $19,999",NA,52,10000
"No, not in either",NA,NA,New Jersey,Donald Trump,1948,"$60,000 - $69,999",Mitt Romney,68,60000
In the Republican primary,NA,Donald Trump,South Carolina,Donald Trump,1944,"$30,000 - $39,999",Barack Obama,72,30000
In the Democratic primary,Hillary Clinton,NA,Pennsylvania,Hillary Clinton,1991,Prefer not to say,Barack Obama,25,NA
"No, not in either",NA,NA,Iowa,Gary Johnson,1967,"$30,000 - $39,999",Barack Obama,49,30000
In the Democratic primary,Bernie Sanders,NA,Virginia,Hillary Clinton,1941,"$20,000 - $29,999",Barack Obama,75,20000
In the Democratic primary,Bernie Sanders,NA,Idaho,Jill Stein,1958,"$50,000 - $59,999",Barack Obama,58,50000
In the Democratic primary,Hillary Clinton,NA,South Carolina,Hillary Clinton,1984,"$50,000 - $59,999",Barack Obama,32,50000
In the Republican primary,NA,Donald Trump,New York,Donald Trump,1943,Prefer not to say,Mitt Romney,73,NA
In the Republican primary,NA,Donald Trump,Washington,Donald Trump,1969,"$100,000 - $119,999",Mitt Romney,47,100000
In the Republican primary,NA,John Kasich,Arizona,Donald Trump,1934,"$70,000 - $79,999",Mitt Romney,82,70000
In the Republican primary,NA,Ted Cruz,Alabama,Donald Trump,1950,"$30,000 - $39,999",Mitt Romney,66,30000
In the Democratic primary,Hillary Clinton,NA,California,Hillary Clinton,1939,"$40,000 - $49,999",Barack Obama,77,40000
"No, not in either",NA,NA,Illinois,NA,1986,"$70,000 - $79,999",NA,30,70000
In the Democratic primary,Bernie Sanders,NA,Pennsylvania,Hillary Clinton,1960,"$30,000 - $39,999",Barack Obama,56,30000
In the Democratic primary,Bernie Sanders,NA,West Virginia,Jill Stein,1965,"$40,000 - $49,999",Other candidate,51,40000
In the Republican primary,NA,Donald Trump,Arizona,Donald Trump,1942,Prefer not to say,Mitt Romney,74,NA
"No, not in either",NA,NA,Georgia,Gary Johnson,1974,"$20,000 - $29,999",Barack Obama,42,20000
In the Republican primary,NA,Donald Trump,New York,Donald Trump,1953,Prefer not to say,Mitt Romney,63,NA
"No, not in either",NA,NA,Missouri,Donald Trump,1951,"Less than $10,000",Mitt Romney,65,0
In the Democratic primary,Bernie Sanders,NA,South Carolina,Hillary Clinton,1960,"$30,000 - $39,999",Barack Obama,56,30000
In the Republican primary,NA,Ted Cruz,North Carolina,Other,1979,"$150,000 or more",Mitt Romney,37,150000
"No, not in either",NA,NA,Florida,NA,1970,"$80,000 - $99,999",Mitt Romney,46,80000
In the Republican primary,NA,Ted Cruz,Arizona,Donald Trump,1943,"$70,000 - $79,999",Mitt Romney,73,70000
In the Republican primary,NA,Marco Rubio,North Carolina,Donald Trump,1963,"$10,000 - $19,999",Mitt Romney,53,10000
In the Democratic primary,Bernie Sanders,NA,Illinois,Hillary Clinton,1992,"$60,000 - $69,999",NA,24,60000
"No, not in either",NA,NA,Florida,Hillary Clinton,1977,"Less than $10,000",Barack Obama,39,0
In the Democratic primary,Someone else,NA,Kansas,Hillary Clinton,1972,"$120,000 - $149,999",NA,44,120000
In the Democratic primary,Hillary Clinton,NA,Indiana,Hillary Clinton,1949,"$10,000 - $19,999",Barack Obama,67,10000
In the Republican primary,NA,Donald Trump,Georgia,Donald Trump,1935,"$70,000 - $79,999",Mitt Romney,81,70000
In the Republican primary,NA,John Kasich,Florida,Hillary Clinton,1948,"$70,000 - $79,999",Barack Obama,68,70000
In the Republican primary,NA,Donald Trump,Pennsylvania,Donald Trump,1958,"$100,000 - $119,999",Mitt Romney,58,100000
"No, not in either",NA,NA,North Carolina,Donald Trump,1953,Prefer not to say,Mitt Romney,63,NA
In the Democratic primary,Hillary Clinton,NA,California,Hillary Clinton,1949,"$10,000 - $19,999",Barack Obama,67,10000
In the Republican primary,NA,Ted Cruz,Florida,Donald Trump,1949,"$10,000 - $19,999",Mitt Romney,67,10000
In the Democratic primary,Hillary Clinton,NA,California,Hillary Clinton,1928,"$30,000 - $39,999",Barack Obama,88,30000
In the Democratic primary,Hillary Clinton,NA,Washington,Hillary Clinton,1947,"$100,000 - $119,999",Barack Obama,69,100000
In the Democratic primary,Bernie Sanders,NA,Georgia,Hillary Clinton,1958,Prefer not to say,Barack Obama,58,NA
In the Republican primary,NA,John Kasich,New Jersey,Other,1953,"$60,000 - $69,999",Mitt Romney,63,60000
In the Democratic primary,Hillary Clinton,NA,North Carolina,Did not vote for President,1949,"$80,000 - $99,999",Barack Obama,67,80000
In the Republican primary,NA,Someone else,Wisconsin,Hillary Clinton,1942,Prefer not to say,Mitt Romney,74,NA
In the Republican primary,NA,Don't recall,Tennessee,Donald Trump,1956,"$30,000 - $39,999",Mitt Romney,60,30000
In the Democratic primary,Hillary Clinton,NA,West Virginia,Hillary Clinton,1958,"$70,000 - $79,999",Barack Obama,58,70000
In the Republican primary,NA,Donald Trump,Missouri,Donald Trump,1942,"$20,000 - $29,999",Mitt Romney,74,20000
In the Democratic primary,Hillary Clinton,NA,Nebraska,Hillary Clinton,1958,"$40,000 - $49,999",Barack Obama,58,40000
"No, not in either",NA,NA,North Carolina,Donald Trump,1967,"$60,000 - $69,999",Barack Obama,49,60000
"No, not in either",NA,NA,Florida,Donald Trump,1928,"$20,000 - $29,999",Mitt Romney,88,20000
In the Democratic primary,Hillary Clinton,NA,Oregon,Hillary Clinton,1962,"$10,000 - $19,999",Barack Obama,54,10000
In the Democratic primary,Hillary Clinton,NA,New York,Hillary Clinton,1957,"$100,000 - $119,999",Barack Obama,59,100000
"No, not in either",NA,NA,Florida,Hillary Clinton,1936,"$50,000 - $59,999",Barack Obama,80,50000
"No, not in either",NA,NA,Minnesota,Hillary Clinton,1959,"$50,000 - $59,999",Barack Obama,57,50000
In the Republican primary,NA,Ted Cruz,Arizona,Donald Trump,1965,"$100,000 - $119,999",Mitt Romney,51,100000
In the Republican primary,NA,Donald Trump,Missouri,Donald Trump,1950,"$50,000 - $59,999",Mitt Romney,66,50000
"No, not in either",NA,NA,California,NA,1965,Prefer not to say,NA,51,NA
In the Democratic primary,Hillary Clinton,NA,Massachusetts,Hillary Clinton,1958,"$10,000 - $19,999",Barack Obama,58,10000
"No, not in either",NA,NA,Alabama,NA,1956,"Less than $10,000",NA,60,0
In the Republican primary,NA,Donald Trump,California,Donald Trump,1930,"$10,000 - $19,999",Mitt Romney,86,10000
In the Democratic primary,Hillary Clinton,NA,North Carolina,Hillary Clinton,1946,"$30,000 - $39,999",Barack Obama,70,30000
In the Republican primary,NA,Donald Trump,Ohio,Donald Trump,1971,"$20,000 - $29,999",Mitt Romney,45,20000
"No, not in either",NA,NA,Washington,Hillary Clinton,1964,"$40,000 - $49,999",Barack Obama,52,40000
In the Republican primary,NA,Donald Trump,Pennsylvania,Donald Trump,1963,"$70,000 - $79,999",Mitt Romney,53,70000
In the Republican primary,NA,Donald Trump,Texas,Donald Trump,1954,"$100,000 - $119,999",Mitt Romney,62,100000
In the Democratic primary,Bernie Sanders,NA,Illinois,Hillary Clinton,1974,"$30,000 - $39,999",Barack Obama,42,30000
In the Democratic primary,Bernie Sanders,NA,Texas,Gary Johnson,1960,"$40,000 - $49,999",Barack Obama,56,40000
"No, not in either",NA,NA,Iowa,Gary Johnson,1984,"Less than $10,000",Barack Obama,32,0
In the Democratic primary,Bernie Sanders,NA,Illinois,Hillary Clinton,1976,"$60,000 - $69,999",Barack Obama,40,60000
"No, not in either",NA,NA,Kansas,Hillary Clinton,1936,Prefer not to say,Barack Obama,80,NA
In the Republican primary,NA,Ted Cruz,Illinois,Donald Trump,1933,Prefer not to say,Mitt Romney,83,NA
"No, not in either",NA,NA,Connecticut,Gary Johnson,1972,"$40,000 - $49,999",Barack Obama,44,40000
In the Democratic primary,Hillary Clinton,NA,Massachusetts,Hillary Clinton,1940,"$30,000 - $39,999",Barack Obama,76,30000
In the Republican primary,NA,Donald Trump,New Mexico,Donald Trump,1949,"$20,000 - $29,999",Mitt Romney,67,20000
In the Republican primary,NA,Ted Cruz,Florida,Hillary Clinton,1982,"$30,000 - $39,999",NA,34,30000
"No, not in either",NA,NA,Pennsylvania,Hillary Clinton,1952,"$30,000 - $39,999",Barack Obama,64,30000
In the Republican primary,NA,Donald Trump,Michigan,Donald Trump,1948,"$120,000 - $149,999",Mitt Romney,68,120000
"No, not in either",NA,NA,Oklahoma,Hillary Clinton,1957,"$20,000 - $29,999",Barack Obama,59,20000
In the Democratic primary,Hillary Clinton,NA,New York,Jill Stein,1980,"Less than $10,000",NA,36,0
In the Republican primary,NA,Donald Trump,Washington,Donald Trump,1955,Prefer not to say,Mitt Romney,61,NA
In the Republican primary,NA,Donald Trump,Ohio,Hillary Clinton,1954,"$40,000 - $49,999",Barack Obama,62,40000
In the Democratic primary,Hillary Clinton,NA,Colorado,Hillary Clinton,1943,"$100,000 - $119,999",Barack Obama,73,100000
In the Republican primary,NA,Ted Cruz,Illinois,Donald Trump,1977,"$30,000 - $39,999",Mitt Romney,39,30000
In the Republican primary,NA,Ted Cruz,Georgia,Donald Trump,1958,"$120,000 - $149,999",Mitt Romney,58,120000
In the Republican primary,NA,Donald Trump,Minnesota,Donald Trump,1947,"$40,000 - $49,999",Mitt Romney,69,40000
In the Republican primary,NA,Donald Trump,North Carolina,Donald Trump,1952,Prefer not to say,Barack Obama,64,NA
In the Democratic primary,Bernie Sanders,NA,Maine,Hillary Clinton,1949,"$40,000 - $49,999",Barack Obama,67,40000
In the Democratic primary,Bernie Sanders,NA,Oregon,Donald Trump,1947,"$30,000 - $39,999",Barack Obama,69,30000
"No, not in either",NA,NA,Montana,Hillary Clinton,1987,"$30,000 - $39,999",Barack Obama,29,30000
In the Republican primary,NA,Donald Trump,Arizona,Donald Trump,1966,"$80,000 - $99,999",Mitt Romney,50,80000
In the Republican primary,NA,John Kasich,Tennessee,Gary Johnson,1993,"$150,000 or more",Mitt Romney,23,150000
In the Democratic primary,Hillary Clinton,NA,California,Hillary Clinton,1965,Prefer not to say,Barack Obama,51,NA
